datetime,open,high,low,close,tick_volume,spread,real_volume
2014-01-01 16:00:00,1.06396,1.06475,1.06388,1.0646,1736,12,0
2014-01-02 00:00:00,1.06457,1.06467,1.06259,1.06314,9666,6,0
2014-01-02 08:00:00,1.06314,1.06614,1.05884,1.05899,9314,1,0
2014-01-02 16:00:00,1.05905,1.06775,1.05897,1.06683,9288,1,0
2014-01-03 00:00:00,1.06677,1.06715,1.0636,1.06525,5654,1,0
2014-01-03 08:00:00,1.06526,1.06646,1.06022,1.06206,9118,1,0
2014-01-03 16:00:00,1.06206,1.06404,1.06049,1.06297,6437,1,0
2014-01-06 00:00:00,1.06327,1.06401,1.06099,1.06207,5407,1,0
2014-01-06 08:00:00,1.06205,1.06805,1.06084,1.06711,8568,1,0
2014-01-06 16:00:00,1.06706,1.0673,1.06408,1.06593,7978,1,0
2014-01-07 00:00:00,1.06593,1.06854,1.06589,1.0679400000000001,5647,1,0
2014-01-07 08:00:00,1.0679400000000001,1.07191,1.06704,1.0715,9283,1,0
2014-01-07 16:00:00,1.07151,1.07811,1.0715,1.07679,10356,1,0
2014-01-08 00:00:00,1.07679,1.08088,1.0765,1.08029,6948,1,0
2014-01-08 08:00:00,1.08027,1.08284,1.07917,1.08036,11478,1,0
2014-01-08 16:00:00,1.08034,1.08299,1.079,1.0826,9340,1,0
2014-01-09 00:00:00,1.08263,1.08449,1.0818699999999999,1.08349,6032,1,0
2014-01-09 08:00:00,1.08349,1.08708,1.08231,1.08463,10162,1,0
2014-01-09 16:00:00,1.08461,1.08744,1.08301,1.08398,9057,1,0
2014-01-10 00:00:00,1.08397,1.0857,1.0839,1.08489,5237,1,0
2014-01-10 08:00:00,1.0849,1.09457,1.08372,1.09159,13028,1,0
2014-01-10 16:00:00,1.09159,1.09356,1.08829,1.08856,10162,1,0
2014-01-13 00:00:00,1.09055,1.09161,1.08906,1.09049,5184,1,0
2014-01-13 08:00:00,1.09049,1.09289,1.0865,1.08757,9808,1,0
2014-01-13 16:00:00,1.08752,1.08847,1.08422,1.08717,8879,1,0
2014-01-14 00:00:00,1.08717,1.08993,1.0868,1.08843,5436,1,0
2014-01-14 08:00:00,1.08842,1.09314,1.08812,1.09271,10075,1,0
2014-01-14 16:00:00,1.0927,1.09586,1.0915,1.09516,9481,1,0
2014-01-15 00:00:00,1.09516,1.0977,1.09464,1.09666,5579,1,0
2014-01-15 08:00:00,1.09667,1.09909,1.09376,1.09547,10524,1,0
2014-01-15 16:00:00,1.09547,1.09622,1.092,1.09418,9150,1,0
2014-01-16 00:00:00,1.09418,1.09621,1.09294,1.094,6480,1,0
2014-01-16 08:00:00,1.09402,1.09558,1.09049,1.09156,9930,1,0
2014-01-16 16:00:00,1.09167,1.09358,1.09067,1.09325,7880,1,0
2014-01-17 00:00:00,1.09326,1.09398,1.09257,1.0933,4108,2,0
2014-01-17 08:00:00,1.09328,1.0974,1.09277,1.09558,8688,1,0
2014-01-17 16:00:00,1.09555,1.09832,1.09454,1.09594,8585,1,0
2014-01-20 00:00:00,1.09661,1.09689,1.09292,1.09475,5846,1,0
2014-01-20 08:00:00,1.09477,1.0958,1.09343,1.09514,6685,1,0
2014-01-20 16:00:00,1.09514,1.0971899999999999,1.09418,1.09508,4806,1,0
2014-01-21 00:00:00,1.09508,1.09661,1.09468,1.09554,4363,1,0
2014-01-21 08:00:00,1.09554,1.10182,1.09534,1.0976,11492,1,0
2014-01-21 16:00:00,1.09762,1.09852,1.09606,1.09686,6866,1,0
2014-01-22 00:00:00,1.09686,1.09779,1.09617,1.09768,5684,1,0
2014-01-22 08:00:00,1.09769,1.09771,1.09531,1.09729,8591,1,0
2014-01-22 16:00:00,1.09716,1.10939,1.09716,1.10928,12395,1,0
2014-01-23 00:00:00,1.10928,1.11561,1.1091,1.11165,9648,1,0
2014-01-23 08:00:00,1.11166,1.11731,1.10922,1.11077,15279,1,0
2014-01-23 16:00:00,1.11075,1.11669,1.10945,1.1102,12780,1,0
2014-01-24 00:00:00,1.1102400000000001,1.11298,1.10993,1.11223,6821,1,0
2014-01-24 08:00:00,1.11231,1.11371,1.1052,1.10752,15805,1,0
2014-01-24 16:00:00,1.10758,1.10956,1.10571,1.10862,9161,1,0
2014-01-27 00:00:00,1.10662,1.10701,1.10535,1.10581,4926,1,0
2014-01-27 08:00:00,1.10583,1.10725,1.10313,1.10497,9895,1,0
2014-01-27 16:00:00,1.10498,1.11188,1.10434,1.1116,10072,1,0
2014-01-28 00:00:00,1.11161,1.11185,1.10866,1.109,4922,1,0
2014-01-28 08:00:00,1.10907,1.11767,1.10781,1.1160700000000001,11617,1,0
2014-01-28 16:00:00,1.1160700000000001,1.11711,1.11301,1.1154,8600,1,0
2014-01-29 00:00:00,1.11539,1.11561,1.11318,1.11479,5456,1,0
2014-01-29 08:00:00,1.11477,1.11864,1.11023,1.11327,12449,1,0
2014-01-29 16:00:00,1.11333,1.11795,1.113,1.11687,10448,1,0
2014-01-30 00:00:00,1.11705,1.1199,1.11684,1.11834,6087,1,0
2014-01-30 08:00:00,1.11832,1.1197,1.11505,1.11748,10480,1,0
2014-01-30 16:00:00,1.11754,1.11847,1.11548,1.11645,7948,1,0
2014-01-31 00:00:00,1.11645,1.11856,1.11539,1.11848,4580,1,0
2014-01-31 08:00:00,1.11835,1.1224,1.11751,1.1188,10596,1,0
2014-01-31 16:00:00,1.11883,1.11929,1.10874,1.11271,12306,1,0
2014-02-03 00:00:00,1.11222,1.11331,1.11043,1.11255,4555,1,0
2014-02-03 08:00:00,1.11259,1.11331,1.10526,1.1062,10090,1,0
2014-02-03 16:00:00,1.10628,1.11184,1.1041,1.11112,10719,1,0
2014-02-04 00:00:00,1.11114,1.11118,1.10616,1.10756,6538,1,0
2014-02-04 08:00:00,1.10755,1.11231,1.10694,1.10816,10803,1,0
2014-02-04 16:00:00,1.10811,1.10906,1.10482,1.1078000000000001,8880,1,0
2014-02-05 00:00:00,1.10776,1.10976,1.10701,1.10709,6535,1,0
2014-02-05 08:00:00,1.10707,1.11161,1.10367,1.11049,16268,1,0
2014-02-05 16:00:00,1.11049,1.11211,1.10588,1.10762,12602,1,0
2014-02-06 00:00:00,1.10768,1.10824,1.10583,1.10622,7523,1,0
2014-02-06 08:00:00,1.10622,1.1122,1.10505,1.11009,13480,1,0
2014-02-06 16:00:00,1.11013,1.11016,1.1054599999999999,1.10699,10452,1,0
2014-02-07 00:00:00,1.10706,1.10788,1.10579,1.10734,7073,1,0
2014-02-07 08:00:00,1.10734,1.10762,1.09674,1.09991,16739,1,0
2014-02-07 16:00:00,1.09989,1.10433,1.09979,1.10321,10893,1,0
2014-02-10 00:00:00,1.10396,1.10423,1.10232,1.10232,5157,1,0
2014-02-10 08:00:00,1.10232,1.10541,1.10182,1.10518,9283,1,0
2014-02-10 16:00:00,1.1052,1.10619,1.10367,1.10537,8044,1,0
2014-02-11 00:00:00,1.10547,1.10903,1.10522,1.10857,7065,1,0
2014-02-11 08:00:00,1.10858,1.10879,1.10303,1.1061,11919,1,0
2014-02-11 16:00:00,1.10609,1.1064,1.10027,1.10104,9992,1,0
2014-02-12 00:00:00,1.10101,1.10248,1.09818,1.09885,8375,1,0
2014-02-12 08:00:00,1.09885,1.10091,1.09757,1.09936,12893,1,0
2014-02-12 16:00:00,1.09935,1.10049,1.09847,1.09949,8951,1,0
2014-02-13 00:00:00,1.09951,1.1018,1.09868,1.10131,8616,1,0
2014-02-13 08:00:00,1.10131,1.1026,1.09776,1.10007,11686,1,0
2014-02-13 16:00:00,1.10013,1.1001400000000001,1.09541,1.09801,9363,1,0
2014-02-14 00:00:00,1.09804,1.09811,1.09467,1.09531,7654,1,0
2014-02-14 08:00:00,1.09529,1.09843,1.09401,1.09794,12392,1,0
2014-02-14 16:00:00,1.09795,1.09893,1.09654,1.09775,8423,1,0
2014-02-17 00:00:00,1.09732,1.09803,1.09569,1.09667,5870,1,0
2014-02-17 08:00:00,1.09662,1.09826,1.09527,1.09631,8614,1,0
2014-02-17 16:00:00,1.09631,1.09717,1.0955,1.09559,4584,1,0
2014-02-18 00:00:00,1.09559,1.09694,1.09464,1.09598,7947,1,0
2014-02-18 08:00:00,1.09596,1.09762,1.09514,1.0961400000000001,10559,1,0
2014-02-18 16:00:00,1.09615,1.09706,1.09398,1.09505,8429,1,0
2014-02-19 00:00:00,1.09508,1.09578,1.09244,1.0929,6999,1,0
2014-02-19 08:00:00,1.09291,1.1033,1.09101,1.1025800000000001,12881,1,0
2014-02-19 16:00:00,1.1026,1.10862,1.10213,1.10743,11362,1,0
2014-02-20 00:00:00,1.10743,1.1092,1.10661,1.10828,8810,1,0
2014-02-20 08:00:00,1.10829,1.10928,1.10591,1.10769,11439,1,0
2014-02-20 16:00:00,1.10768,1.11123,1.10666,1.10995,10246,1,0
2014-02-21 00:00:00,1.1099,1.11387,1.1095,1.11363,7900,1,0
2014-02-21 08:00:00,1.11365,1.1195,1.11271,1.11283,14682,1,0
2014-02-21 16:00:00,1.11282,1.11483,1.11064,1.1109499999999999,9007,1,0
2014-02-24 00:00:00,1.11042,1.11424,1.1103399999999999,1.11173,6616,1,0
2014-02-24 08:00:00,1.11174,1.11266,1.10713,1.10822,10283,1,0
2014-02-24 16:00:00,1.10822,1.1084100000000001,1.10543,1.10641,9333,1,0
2014-02-25 00:00:00,1.10642,1.10689,1.10533,1.10596,6074,1,0
2014-02-25 08:00:00,1.10596,1.10877,1.10593,1.10816,9668,1,0
2014-02-25 16:00:00,1.10814,1.1096,1.10707,1.10817,7874,1,0
2014-02-26 00:00:00,1.10817,1.10961,1.10756,1.10831,5497,1,0
2014-02-26 08:00:00,1.10829,1.11116,1.10728,1.11102,9310,1,0
2014-02-26 16:00:00,1.111,1.11441,1.1091199999999999,1.11324,9547,1,0
2014-02-27 00:00:00,1.1132900000000001,1.11402,1.11198,1.11314,5709,1,0
2014-02-27 08:00:00,1.11314,1.11488,1.11175,1.11444,10280,1,0
2014-02-27 16:00:00,1.11447,1.11596,1.11172,1.1123,9087,1,0
2014-02-28 00:00:00,1.1123,1.11316,1.11152,1.11215,6042,1,0
2014-02-28 08:00:00,1.11224,1.11466,1.10779,1.10834,11680,1,0
2014-02-28 16:00:00,1.10829,1.109,1.10403,1.10606,10305,1,0
2014-03-03 00:00:00,1.10795,1.10821,1.10477,1.10543,6530,1,0
2014-03-03 08:00:00,1.10543,1.111,1.10388,1.10941,9891,1,0
2014-03-03 16:00:00,1.10941,1.11008,1.10701,1.10788,9517,1,0
2014-03-04 00:00:00,1.1078999999999999,1.11025,1.10727,1.10855,6897,1,0
2014-03-04 08:00:00,1.10859,1.10985,1.1062,1.10771,8840,1,0
2014-03-04 16:00:00,1.10781,1.11176,1.10743,1.10908,8742,1,0
2014-03-05 00:00:00,1.10933,1.10992,1.1075,1.10919,5424,1,0
2014-03-05 08:00:00,1.10919,1.10936,1.10536,1.10722,9032,1,0
2014-03-05 16:00:00,1.10707,1.10989,1.10261,1.10323,9411,1,0
2014-03-06 00:00:00,1.1032,1.10458,1.10248,1.1042,6285,1,0
2014-03-06 08:00:00,1.1042,1.10445,1.09896,1.09907,10747,1,0
2014-03-06 16:00:00,1.0991,1.09965,1.0955,1.09859,9858,1,0
2014-03-07 00:00:00,1.09859,1.10005,1.09837,1.09983,5112,1,0
2014-03-07 08:00:00,1.09983,1.10975,1.09805,1.10823,13184,0,0
2014-03-07 16:00:00,1.10822,1.11005,1.10724,1.10868,12725,0,0
2014-03-10 00:00:00,1.1092,1.11236,1.1085,1.11201,8905,0,0
2014-03-10 08:00:00,1.112,1.11303,1.10918,1.11063,15794,0,0
2014-03-10 16:00:00,1.11063,1.11116,1.10957,1.11096,8780,0,0
2014-03-11 00:00:00,1.11096,1.11204,1.11086,1.11163,6170,0,0
2014-03-11 08:00:00,1.11172,1.11304,1.10774,1.10812,13986,0,0
2014-03-11 16:00:00,1.10817,1.11107,1.10713,1.1109,12440,0,0
2014-03-12 00:00:00,1.11088,1.11186,1.11021,1.11066,7201,0,0
2014-03-12 08:00:00,1.11067,1.11534,1.1102,1.11365,19333,0,0
2014-03-12 16:00:00,1.11363,1.11409,1.109,1.1121,12371,0,0
2014-03-13 00:00:00,1.11211,1.1122,1.10833,1.10852,10213,0,0
2014-03-13 08:00:00,1.10852,1.10907,1.10432,1.1062,19150,0,0
2014-03-13 16:00:00,1.10619,1.10776,1.10497,1.10744,16944,0,0
2014-03-14 00:00:00,1.10747,1.11049,1.10716,1.10899,9401,0,0
2014-03-14 08:00:00,1.1090200000000001,1.11104,1.10745,1.10867,19111,0,0
2014-03-14 16:00:00,1.10867,1.11053,1.10803,1.11043,11071,0,0
2014-03-17 00:00:00,1.10971,1.11037,1.1087,1.10993,7953,0,0
2014-03-17 08:00:00,1.10992,1.10997,1.10446,1.10683,17034,0,0
2014-03-17 16:00:00,1.10686,1.10702,1.10451,1.10623,10762,0,0
2014-03-18 00:00:00,1.10623,1.10641,1.105,1.10571,8716,0,0
2014-03-18 08:00:00,1.10572,1.1061,1.1025,1.10549,17864,0,0
2014-03-18 16:00:00,1.10548,1.11461,1.10411,1.1133,18667,0,0
2014-03-19 00:00:00,1.1132900000000001,1.11351,1.11213,1.11253,9687,0,0
2014-03-19 08:00:00,1.11255,1.11986,1.11233,1.11876,21370,0,0
2014-03-19 16:00:00,1.11875,1.1271,1.11529,1.12413,26711,0,0
2014-03-20 00:00:00,1.12413,1.12583,1.12372,1.12483,9552,0,0
2014-03-20 08:00:00,1.12485,1.12782,1.12431,1.12571,20547,0,0
2014-03-20 16:00:00,1.12569,1.1257,1.12328,1.12411,9982,0,0
2014-03-21 00:00:00,1.12411,1.1258,1.12357,1.12535,6926,0,0
2014-03-21 08:00:00,1.12536,1.12622,1.11736,1.12101,23938,0,0
2014-03-21 16:00:00,1.12102,1.12264,1.11905,1.12199,12187,0,0
2014-03-24 00:00:00,1.1226099999999999,1.12386,1.12202,1.12314,8656,0,0
2014-03-24 08:00:00,1.12314,1.12459,1.12031,1.12114,16267,0,0
2014-03-24 16:00:00,1.12114,1.1226,1.11831,1.1195,13836,0,0
2014-03-25 00:00:00,1.11951,1.12032,1.11884,1.12006,6461,0,0
2014-03-25 08:00:00,1.12006,1.12102,1.11689,1.11795,17904,0,0
2014-03-25 16:00:00,1.11793,1.1185,1.11549,1.11672,15089,0,0
2014-03-26 00:00:00,1.1167,1.11681,1.1149,1.11525,7534,0,0
2014-03-26 08:00:00,1.11525,1.11689,1.11226,1.1157,20274,0,0
2014-03-26 16:00:00,1.1157,1.11637,1.10804,1.11007,17399,0,0
2014-03-27 00:00:00,1.11007,1.11038,1.10855,1.10938,7631,0,0
2014-03-27 08:00:00,1.10938,1.11037,1.10515,1.10656,24489,0,0
2014-03-27 16:00:00,1.10654,1.10682,1.1013600000000001,1.10298,19995,0,0
2014-03-28 00:00:00,1.103,1.10318,1.10052,1.101,9168,0,0
2014-03-28 08:00:00,1.10104,1.10575,1.10007,1.10503,18620,0,0
2014-03-28 16:00:00,1.10505,1.10775,1.10468,1.106,11263,0,0
2014-03-31 00:00:00,1.10561,1.10646,1.1043,1.10562,9995,0,0
2014-03-31 08:00:00,1.1056300000000001,1.10667,1.1002,1.10248,18526,0,0
2014-03-31 16:00:00,1.10246,1.10558,1.10118,1.10518,16604,1,0
2014-04-01 00:00:00,1.10516,1.10578,1.10468,1.10515,9649,1,0
2014-04-01 08:00:00,1.10516,1.10697,1.10285,1.10511,14547,1,0
2014-04-01 16:00:00,1.10512,1.10549,1.10123,1.10276,14131,1,0
2014-04-02 00:00:00,1.10275,1.10417,1.10248,1.10337,8290,1,0
2014-04-02 08:00:00,1.10339,1.10406,1.10042,1.10358,13836,1,0
2014-04-02 16:00:00,1.10356,1.10473,1.10181,1.10321,12566,1,0
2014-04-03 00:00:00,1.10321,1.10339,1.1016,1.1020699999999999,9111,1,0
2014-04-03 08:00:00,1.10208,1.10359,1.10084,1.10193,15534,1,0
2014-04-03 16:00:00,1.10193,1.10451,1.10056,1.10372,12804,1,0
2014-04-04 00:00:00,1.10374,1.10413,1.10248,1.10256,5599,1,0
