datetime, open, high, low, close, tick_volume, normalized_open, normalized_high, normalized_low, normalized_close, normalized_tick_volume, direction
2014-01-01 16:00:00,  1.37550000,  1.37648000,  1.37372000,  1.37580000,2671.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-02 00:00:00,  1.37581000,  1.37749000,  1.37441000,  1.37502000,19559.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-02 08:00:00,  1.37504000,  1.37534000,  1.36353000,  1.36465000,24418.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-02 16:00:00,  1.36466000,  1.36764000,  1.36294000,  1.36643000,14200.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-03 00:00:00,  1.36643000,  1.36716000,  1.36446000,  1.36518000,7720.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-03 08:00:00,  1.36517000,  1.36616000,  1.36045000,  1.36093000,18520.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-03 16:00:00,  1.36095000,  1.36173000,  1.35821000,  1.35874000,12193.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-06 00:00:00,  1.35955000,  1.36006000,  1.35712000,  1.35855000,8588.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-06 08:00:00,  1.35854000,  1.36218000,  1.35747000,  1.36140000,18135.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-06 16:00:00,  1.36137000,  1.36528000,  1.36137000,  1.36334000,13919.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-07 00:00:00,  1.36334000,  1.36335000,  1.36102000,  1.36192000,8238.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-07 08:00:00,  1.36192000,  1.36562000,  1.36125000,  1.36216000,17656.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-07 16:00:00,  1.36215000,  1.36402000,  1.35966000,  1.36138000,12331.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-08 00:00:00,  1.36142000,  1.36349000,  1.36048000,  1.36282000,8387.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-08 08:00:00,  1.36280000,  1.36280000,  1.35674000,  1.36001000,18171.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-08 16:00:00,  1.36007000,  1.36179000,  1.35533000,  1.35749000,15001.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-09 00:00:00,  1.35746000,  1.35943000,  1.35665000,  1.35937000,7843.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,0
2014-01-09 08:00:00,  1.35935000,  1.36328000,  1.35484000,  1.35695000,21292.00000000,  0.19911700,  0.37262693,  0.00000000,  0.09315673,  0.87197969,1
