datetime, open, high, low, close, tick_volume, normalized_open, normalized_high, normalized_low, normalized_close, normalized_tick_volume, direction
2018-01-02 00:00:00,  1.20088000,  1.20223000,  1.20007000,  1.20146000,3905.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000, idle
2018-01-02 04:00:00,  1.20152000,  1.20245000,  1.20069000,  1.20245000,3433.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000, idle
2018-01-02 08:00:00,  1.20246000,  1.20707000,  1.20227000,  1.20705000,22197.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000, idle
2018-01-02 12:00:00,  1.20705000,  1.20812000,  1.20562000,  1.20574000,24133.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000, idle
2018-01-02 16:00:00,  1.20572000,  1.20591000,  1.20261000,  1.20447000,30047.00000000,  0.70186335,  0.72546584,  0.31552795,  0.54658385,  1.00000000, idle
2018-01-02 20:00:00,  1.20447000,  1.20652000,  1.20419000,  1.20579000,9064.00000000,  0.50874832,  0.78465680,  0.47106326,  0.68640646,  0.30166073, idle
2018-01-03 00:00:00,  1.20579000,  1.20661000,  1.20444000,  1.20530000,9159.00000000,  0.60170940,  0.74188034,  0.37094017,  0.51794872,  0.30482244, down
2018-01-03 04:00:00,  1.20529000,  1.20592000,  1.20418000,  1.20583000,7533.00000000,  0.48638838,  0.60072595,  0.28493648,  0.58439201,  0.25070723, idle
2018-01-03 08:00:00,  1.20582000,  1.20605000,  1.20312000,  1.20382000,20559.00000000,  0.80250000,  0.86000000,  0.12750000,  0.30250000,  0.68422804, down
2018-01-03 12:00:00,  1.20382000,  1.20406000,  1.20107000,  1.20327000,24115.00000000,  0.49638989,  0.53971119,  0.00000000,  0.39711191,  1.00000000, idle
2018-01-03 16:00:00,  1.20326000,  1.20328000,  1.20034000,  1.20273000,23444.00000000,  0.46570973,  0.46889952,  0.00000000,  0.38118022,  0.97217499, idle
2018-01-03 20:00:00,  1.20272000,  1.20301000,  1.20010000,  1.20142000,15785.00000000,  0.44033613,  0.48907563,  0.00000000,  0.22184874,  0.65457184, up
2018-01-04 00:00:00,  1.20142000,  1.20165000,  1.20043000,  1.20079000,9675.00000000,  0.22184874,  0.26050420,  0.05546218,  0.11596639,  0.40120257, up
