datetime, open, high, low, close, tick_volume, normalized_open, normalized_high, normalized_low, normalized_close, normalized_tick_volume, direction
2018-01-02 00:00:00,112.50300000,112.78400000,112.50300000,112.71300000,5387.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000, idle
2018-01-02 04:00:00,112.71200000,112.74600000,112.66000000,112.68500000,8008.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000, idle
2018-01-02 08:00:00,112.68600000,112.69900000,112.24500000,112.25200000,23247.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000, idle
2018-01-02 12:00:00,112.25200000,112.28100000,112.08300000,112.12400000,20361.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000,  0.00000000, idle
2018-01-02 16:00:00,112.12300000,112.30300000,112.05500000,112.28300000,23222.00000000,  0.09327846,  0.34019204,  0.00000000,  0.31275720,  0.99892459, up
2018-01-02 20:00:00,112.28300000,112.35200000,112.24100000,112.26800000,9678.00000000,  0.32995658,  0.42981187,  0.26917511,  0.30824891,  0.41631178, idle
2018-01-03 00:00:00,112.26800000,112.36200000,112.17000000,112.31800000,21989.00000000,  0.33074534,  0.47670807,  0.17857143,  0.40838509,  0.94588549, up
2018-01-03 04:00:00,112.31800000,112.39400000,112.26200000,112.27900000,11027.00000000,  0.77581121,  1.00000000,  0.61061947,  0.66076696,  0.47485143, idle
2018-01-03 08:00:00,112.27700000,112.39100000,112.23500000,112.29800000,16748.00000000,  0.65486726,  0.99115044,  0.53097345,  0.71681416,  0.72121264, idle
2018-01-03 12:00:00,112.29700000,112.32600000,112.19400000,112.22600000,15262.00000000,  0.56696429,  0.69642857,  0.10714286,  0.25000000,  0.69407431, idle
2018-01-03 16:00:00,112.22700000,112.49800000,112.18900000,112.33000000,18821.00000000,  0.17378049,  1.00000000,  0.05792683,  0.48780488,  0.85592796, idle
2018-01-03 20:00:00,112.33100000,112.60700000,112.29700000,112.50400000,14981.00000000,  0.33971292,  1.00000000,  0.25837321,  0.75358852,  0.79597258, idle
2018-01-04 00:00:00,112.50300000,112.77600000,112.46400000,112.72800000,24370.00000000,  0.53492334,  1.00000000,  0.46848382,  0.91822828,  1.00000000, idle
2018-01-04 04:00:00,112.72700000,112.72900000,112.61600000,112.65900000,14155.00000000,  0.91652470,  0.91993186,  0.72742760,  0.80068143,  0.58083709, idle
2018-01-04 08:00:00,112.66000000,112.67100000,112.48700000,112.54400000,15695.00000000,  0.80238501,  0.82112436,  0.50766610,  0.60477002,  0.64402954, up
2018-01-04 12:00:00,112.54500000,112.84600000,112.52700000,112.82700000,18633.00000000,  0.45173042,  1.00000000,  0.41894353,  0.96539162,  0.76458761, idle
2018-01-04 16:00:00,112.82800000,112.86300000,112.74800000,112.76400000,19420.00000000,  0.91228070,  1.00000000,  0.71177945,  0.75187970,  0.79688141, idle
2018-01-04 20:00:00,112.76400000,112.83800000,112.70800000,112.72800000,13655.00000000,  0.73670213,  0.93351064,  0.58776596,  0.64095745,  0.70314109, up
2018-01-05 00:00:00,112.73200000,112.80400000,112.71900000,112.77100000,18817.00000000,  0.65159574,  0.84308511,  0.61702128,  0.75531915,  0.96894954, up
2018-01-05 04:00:00,112.77200000,113.00000000,112.72200000,112.99600000,16224.00000000,  0.51797040,  1.00000000,  0.41226216,  0.99154334,  0.83542739, idle
2018-01-05 08:00:00,112.99600000,113.23800000,112.98000000,113.22500000,20813.00000000,  0.54339623,  1.00000000,  0.51320755,  0.97547170,  1.00000000, idle
2018-01-05 12:00:00,113.22400000,113.30300000,113.01100000,113.21200000,25855.00000000,  0.86722689,  1.00000000,  0.50924370,  0.84705882,  1.00000000, idle
2018-01-05 16:00:00,113.21000000,113.27500000,113.08100000,113.15900000,30030.00000000,  0.84075342,  0.95205479,  0.61986301,  0.75342466,  1.00000000, idle
2018-01-05 20:00:00,113.15700000,113.19000000,113.03500000,113.06200000,10748.00000000,  0.74870912,  0.80550775,  0.53872633,  0.58519793,  0.35790876, idle
2018-01-08 00:00:00,113.13700000,113.17900000,113.00800000,113.12900000,19500.00000000,  0.48606811,  0.61609907,  0.08668731,  0.46130031,  0.64935065, idle
2018-01-08 04:00:00,113.13000000,113.27200000,113.11100000,113.22800000,8305.00000000,  0.41355932,  0.89491525,  0.34915254,  0.74576271,  0.27655678, idle
2018-01-08 08:00:00,113.22900000,113.38600000,113.11600000,113.15900000,15728.00000000,  0.58465608,  1.00000000,  0.28571429,  0.39947090,  0.52374292, down
2018-01-08 12:00:00,113.15800000,113.16600000,112.88000000,112.92700000,17411.00000000,  0.54940711,  0.56521739,  0.00000000,  0.09288538,  0.89287179, idle
2018-01-08 16:00:00,112.92800000,113.12400000,112.90100000,113.08200000,16506.00000000,  0.09486166,  0.48221344,  0.04150198,  0.39920949,  0.84646154, idle
2018-01-08 20:00:00,113.08300000,113.12400000,113.02200000,113.07900000,8015.00000000,  0.40118577,  0.48221344,  0.28063241,  0.39328063,  0.46034116, idle
2018-01-09 00:00:00,113.08000000,113.17800000,112.58900000,112.66000000,41871.00000000,  0.61606023,  0.73902133,  0.00000000,  0.08908407,  1.00000000, idle
2018-01-09 04:00:00,112.66100000,112.70100000,112.49600000,112.69800000,21109.00000000,  0.24193548,  0.30058651,  0.00000000,  0.29618768,  0.50414368, idle
2018-01-09 08:00:00,112.69700000,112.96600000,112.63700000,112.87400000,21117.00000000,  0.29472141,  0.68914956,  0.20674487,  0.55425220,  0.50433474, down
2018-01-09 12:00:00,112.87300000,112.89300000,112.49500000,112.63200000,19522.00000000,  0.55344070,  0.58272328,  0.00000000,  0.20058565,  0.46624155, idle
2018-01-09 16:00:00,112.63200000,112.77800000,112.36500000,112.58100000,26103.00000000,  0.32841328,  0.50799508,  0.00000000,  0.26568266,  0.62341477, idle
2018-01-09 20:00:00,112.58100000,112.68800000,112.52000000,112.63100000,13143.00000000,  0.35940100,  0.53743760,  0.25790349,  0.44259567,  0.50350534, idle
2018-01-10 00:00:00,112.63100000,112.78300000,112.16700000,112.17400000,24993.00000000,  0.58072591,  0.77096370,  0.00000000,  0.00876095,  0.95747615, idle
2018-01-10 04:00:00,112.17500000,112.35800000,112.17500000,112.35800000,17763.00000000,  0.01101928,  0.26308540,  0.01101928,  0.26308540,  0.68049649, idle
2018-01-10 08:00:00,112.35700000,112.37900000,111.71600000,111.75800000,30721.00000000,  0.60074977,  0.62136832,  0.00000000,  0.03936270,  1.00000000, idle
2018-01-10 12:00:00,111.75900000,111.88200000,111.26900000,111.57800000,38795.00000000,  0.32364597,  0.40488771,  0.00000000,  0.20409511,  1.00000000, up
2018-01-10 16:00:00,111.57700000,111.64600000,111.29200000,111.48700000,30589.00000000,  0.20343461,  0.24900925,  0.01519155,  0.14398943,  0.78847790, idle
2018-01-10 20:00:00,111.48500000,111.50200000,111.28600000,111.42500000,17814.00000000,  0.19459459,  0.20990991,  0.01531532,  0.14054054,  0.45918288, up
2018-01-11 00:00:00,111.42800000,111.62800000,111.31500000,111.60100000,28562.00000000,  0.14324324,  0.32342342,  0.04144144,  0.29909910,  0.73622890, idle
2018-01-11 04:00:00,111.60200000,111.82300000,111.50000000,111.81000000,27254.00000000,  0.54323002,  0.90375204,  0.37683524,  0.88254486,  0.70251321, idle
2018-01-11 08:00:00,111.81100000,111.87400000,111.57400000,111.62100000,23773.00000000,  0.89285714,  1.00000000,  0.48979592,  0.56972789,  0.77717480, down
2018-01-11 12:00:00,111.62100000,111.77000000,111.39300000,111.53500000,31552.00000000,  0.56972789,  0.82312925,  0.18197279,  0.42346939,  1.00000000, down
2018-01-11 16:00:00,111.53800000,111.56100000,111.31800000,111.34500000,30950.00000000,  0.39892665,  0.44007156,  0.00536673,  0.05366726,  0.98092039, idle
2018-01-11 20:00:00,111.34500000,111.34900000,111.04300000,111.24100000,18687.00000000,  0.36341757,  0.36823105,  0.00000000,  0.23826715,  0.59226040, idle
2018-01-12 00:00:00,111.24100000,111.34700000,111.05900000,111.32800000,24317.00000000,  0.23826715,  0.36582431,  0.01925391,  0.34296029,  0.77069599, idle
2018-01-12 04:00:00,111.32800000,111.34200000,111.17900000,111.24400000,17257.00000000,  0.39202201,  0.41127923,  0.18707015,  0.27647868,  0.54693839, idle
2018-01-12 08:00:00,111.24400000,111.43500000,110.99700000,111.10700000,28548.00000000,  0.43794326,  0.77659574,  0.00000000,  0.19503546,  0.92239095, idle
2018-01-12 12:00:00,111.10800000,111.67600000,110.96800000,111.63300000,29574.00000000,  0.19774011,  1.00000000,  0.00000000,  0.93926554,  1.00000000, idle
2018-01-12 16:00:00,111.63400000,111.69400000,111.15200000,111.23300000,38721.00000000,  0.91735537,  1.00000000,  0.25344353,  0.36501377,  1.00000000, down
2018-01-12 20:00:00,111.23700000,111.23700000,110.91200000,111.05300000,23691.00000000,  0.41560102,  0.41560102,  0.00000000,  0.18030691,  0.61183854, idle
2018-01-15 00:00:00,111.07000000,111.18400000,110.64800000,110.73600000,35026.00000000,  0.40344168,  0.51242830,  0.00000000,  0.08413002,  0.90457375, idle
2018-01-15 04:00:00,110.73600000,110.80700000,110.57600000,110.70100000,23209.00000000,  0.14311270,  0.20661896,  0.00000000,  0.11180680,  0.59939051, idle
2018-01-15 08:00:00,110.70200000,110.89800000,110.52200000,110.55600000,27747.00000000,  0.15358362,  0.32081911,  0.00000000,  0.02901024,  0.71658790, idle
2018-01-15 12:00:00,110.55700000,110.72100000,110.53700000,110.54800000,19820.00000000,  0.04895105,  0.27832168,  0.02097902,  0.03636364,  0.56586536, idle
