1.256349533796310425e-01,3.588793799281120300e-02,8.384771347045898438e-01
8.578059673309326172e-01,7.360581366810947657e-05,1.421204656362533569e-01
7.347094416618347168e-01,1.409574691206216812e-02,2.511948645114898682e-01
3.564147651195526123e-01,1.927918638102710247e-03,6.416573524475097656e-01
8.727582693099975586e-01,1.026505022309720516e-03,1.262152045965194702e-01
8.372171521186828613e-01,1.066934764385223389e-01,5.608940869569778442e-02
1.577667593955993652e-01,4.600615066010504961e-04,8.417731523513793945e-01
1.679732948541641235e-01,2.987530548125505447e-03,8.290391564369201660e-01
3.461330235004425049e-01,1.206068694591522217e-01,5.332601070404052734e-01
8.854070901870727539e-01,4.256954789161682129e-02,7.202342152595520020e-02
3.383729159832000732e-01,1.919307745993137360e-03,6.597077846527099609e-01
8.149766325950622559e-01,7.762267254292964935e-03,1.772610992193222046e-01
1.714243320748209953e-03,2.128197775164153427e-05,9.982644915580749512e-01
4.992241263389587402e-01,2.970611676573753357e-04,5.004788041114807129e-01
3.474929556250572205e-02,7.860346231609582901e-04,9.644646644592285156e-01
4.259943664073944092e-01,8.680881932377815247e-03,5.653247833251953125e-01
7.471809983253479004e-01,6.058936938643455505e-02,1.922296881675720215e-01
3.556255102157592773e-01,1.121990615501999855e-03,6.432524919509887695e-01
3.649952411651611328e-01,8.393688476644456387e-04,6.341653466224670410e-01
5.432052612304687500e-01,9.060256183147430420e-03,4.477344453334808350e-01
6.721714735031127930e-01,1.140165328979492188e-01,2.138120085000991821e-01
1.485328096896409988e-02,1.980199340323451906e-05,9.851269125938415527e-01
1.782591789960861206e-01,2.755151945166289806e-04,8.214653730392456055e-01
6.812034547328948975e-02,9.761501569300889969e-04,9.309034943580627441e-01
8.841028213500976562e-01,5.677074939012527466e-02,5.912644043564796448e-02
6.003057360649108887e-01,1.670807600021362305e-02,3.829862177371978760e-01
7.348332405090332031e-01,4.211248364299535751e-03,2.609555125236511230e-01
4.889874905347824097e-02,6.200314965099096298e-04,9.504812359809875488e-01
6.853193044662475586e-01,3.560857474803924561e-02,2.790721058845520020e-01
6.356633901596069336e-01,3.931657120119780302e-04,3.639434576034545898e-01
8.457048535346984863e-01,1.513097900897264481e-02,1.391641944646835327e-01
8.905189484357833862e-02,1.186568872071802616e-03,9.097614884376525879e-01
1.528944261372089386e-02,3.240848891437053680e-04,9.843865036964416504e-01
6.558802127838134766e-01,3.622208908200263977e-02,3.078977465629577637e-01
3.001491129398345947e-01,1.525286934338510036e-03,6.983256936073303223e-01
5.199782252311706543e-01,5.118035478517413139e-04,4.795099496841430664e-01
3.838874697685241699e-01,1.572935143485665321e-03,6.145395636558532715e-01
1.901683509349822998e-01,2.158944029361009598e-03,8.076726794242858887e-01
1.164282485842704773e-01,5.934084299951791763e-03,8.776376247406005859e-01
8.314135670661926270e-01,9.485906921327114105e-03,1.591005027294158936e-01
3.311821222305297852e-01,4.237283428665250540e-04,6.683941483497619629e-01
7.066000699996948242e-01,9.981000330299139023e-04,2.924018502235412598e-01
2.780084125697612762e-02,1.310990191996097565e-04,9.720680713653564453e-01
3.123497664928436279e-01,1.251812325790524483e-03,6.863983273506164551e-01
8.539599180221557617e-01,2.636808529496192932e-02,1.196719557046890259e-01
6.515578627586364746e-01,6.081433501094579697e-03,3.423606753349304199e-01
4.027834534645080566e-01,1.678563654422760010e-02,5.804309248924255371e-01
1.393231470137834549e-02,1.242091675521805882e-04,9.859434366226196289e-01
7.267282605171203613e-01,3.657938912510871887e-03,2.696138322353363037e-01
1.991083323955535889e-01,4.721861798316240311e-03,7.961698770523071289e-01
5.278214812278747559e-02,1.125164679251611233e-03,9.460927248001098633e-01
4.338786005973815918e-01,6.068734452128410339e-02,5.054340362548828125e-01
7.158084511756896973e-01,1.400767862796783447e-01,1.441148072481155396e-01
5.846300125122070312e-01,4.571788012981414795e-04,4.149128198623657227e-01
1.332031488418579102e-01,1.201852597296237946e-02,8.547784090042114258e-01
2.560484781861305237e-02,1.048515332513488829e-04,9.742902517318725586e-01
1.516467779874801636e-01,7.537817582488059998e-03,8.408154249191284180e-01
8.686637878417968750e-01,2.262640185654163361e-02,1.087098419666290283e-01
